"grid_id","freg_id","nuts_id","mun_id"
931,"110909","PT1B","1109"
932,"110705","PT1B","1107"
933,"110913","PT1B","1109"
934,"111134","PT1B","1111"
935,"110664","PT1B","1106"
936,"111409","PT1B","1114"
937,"111409","PT1B","1114"
938,"111132","PT1B","1111"
939,"110658","PT1B","1106"
940,"110920","PT1B","1109"
941,"110731","PT1B","1107"
942,"110661","PT1B","1106"
943,"111108","PT1B","1111"
944,"111414","PT1B","1114"
945,"110918","PT1B","1109"
946,"111129","PT1B","1111"
947,"111409","PT1B","1114"
948,"111130","PT1B","1111"
949,"110920","PT1B","1109"
950,"110708","PT1B","1107"
951,"111409","PT1B","1114"
952,"111132","PT1B","1111"
953,"110662","PT1B","1106"
954,"111409","PT1B","1114"
955,"111414","PT1B","1114"
956,"110506","PT1B","1105"
957,"110730","PT1B","1107"
958,"111002","PT1B","1110"
959,"110921","PT1B","1109"
960,"110702","PT1B","1107"
961,"111128","PT1B","1111"
962,"110662","PT1B","1106"
963,"111414","PT1B","1114"
964,"111135","PT1B","1111"
965,"110909","PT1B","1109"
966,"111409","PT1B","1114"
967,"111002","PT1B","1110"
968,"110501","PT1B","1105"
969,"110918","PT1B","1109"
970,"110913","PT1B","1109"
971,"111128","PT1B","1111"
972,"111409","PT1B","1114"
973,"111129","PT1B","1111"
974,"110702","PT1B","1107"
975,"110909","PT1B","1109"
976,"110731","PT1B","1107"
977,"110659","PT1B","1106"
978,"110918","PT1B","1109"
979,"111129","PT1B","1111"
980,"111130","PT1B","1111"
981,"111129","PT1B","1111"
982,"110708","PT1B","1107"
983,"111415","PT1B","1114"
984,"111135","PT1B","1111"
985,"110922","PT1B","1109"
986,"111516","PT1B","1115"
987,"111412","PT1B","1114"
988,"111409","PT1B","1114"
989,"110506","PT1B","1105"
990,"110918","PT1B","1109"
991,"110707","PT1B","1107"
992,"111513","PT1B","1115"
993,"111108","PT1B","1111"
994,"111105","PT1B","1111"
995,"111409","PT1B","1114"
996,"110919","PT1B","1109"
997,"110726","PT1B","1107"
998,"110507","PT1B","1105"
999,"111409","PT1B","1114"
1000,"111414","PT1B","1114"
1001,"110909","PT1B","1109"
1002,"111409","PT1B","1114"
1003,"111002","PT1B","1110"
1004,"110508","PT1B","1105"
1005,"110501","PT1B","1105"
1006,"110918","PT1B","1109"
1007,"111108","PT1B","1111"
1008,"111135","PT1B","1111"
1009,"111409","PT1B","1114"
1010,"111409","PT1B","1114"
1011,"111129","PT1B","1111"
1012,"111412","PT1B","1114"
1013,"110921","PT1B","1109"
1014,"110639","PT1B","1106"
1015,"111009","PT1B","1110"
1016,"111130","PT1B","1111"
1017,"110920","PT1B","1109"
1018,"110922","PT1B","1109"
1019,"111409","PT1B","1114"
1020,"111610","PT1B","1116"
1021,"111409","PT1B","1114"
1022,"110501","PT1B","1105"
1023,"110918","PT1B","1109"
1024,"110707","PT1B","1107"
1025,"111513","PT1B","1115"
1026,"111130","PT1B","1111"
1027,"110920","PT1B","1109"
1028,"110729","PT1B","1107"
1029,"111105","PT1B","1111"
1030,"111409","PT1B","1114"
1031,"110922","PT1B","1109"
1032,"110621","PT1B","1106"
1033,"111409","PT1B","1114"
1034,"111134","PT1B","1111"
1035,"110728","PT1B","1107"
1036,"110501","PT1B","1105"
1037,"111134","PT1B","1111"
1038,"111128","PT1B","1111"
1039,"110918","PT1B","1109"
1040,"111128","PT1B","1111"
1041,"110920","PT1B","1109"
1042,"111409","PT1B","1114"
1043,"111132","PT1B","1111"
1044,"111413","PT1B","1114"
1045,"110909","PT1B","1109"
1046,"110608","PT1B","1106"
1047,"110902","PT1B","1109"
1048,"111124","PT1B","1111"
1049,"110919","PT1B","1109"
1050,"111129","PT1B","1111"
1051,"111130","PT1B","1111"
1052,"110922","PT1B","1109"
1053,"110911","PT1B","1109"
1054,"111409","PT1B","1114"
1055,"110911","PT1B","1109"
1056,"111610","PT1B","1116"
1057,"111409","PT1B","1114"
1058,"111409","PT1B","1114"
1059,"110702","PT1B","1107"
1060,"110918","PT1B","1109"
1061,"110919","PT1B","1109"
1062,"110508","PT1B","1105"
1063,"110920","PT1B","1109"
1064,"110729","PT1B","1107"
1065,"111105","PT1B","1111"
1066,"111409","PT1B","1114"
1067,"110919","PT1B","1109"
1068,"110633","PT1B","1106"
1069,"111409","PT1B","1114"
1070,"111134","PT1B","1111"
1071,"110906","PT1B","1109"
1072,"111105","PT1B","1111"
1073,"110728","PT1B","1107"
1074,"111128","PT1B","1111"
1075,"110904","PT1B","1109"
1076,"110707","PT1B","1107"
1077,"111128","PT1B","1111"
1078,"110920","PT1B","1109"
1079,"110708","PT1B","1107"
1080,"111409","PT1B","1114"
1081,"111409","PT1B","1114"
1082,"111132","PT1B","1111"
1083,"111413","PT1B","1114"
1084,"110506","PT1B","1105"
1085,"111412","PT1B","1114"
1086,"110922","PT1B","1109"
1087,"110922","PT1B","1109"
1088,"110911","PT1B","1109"
1089,"111409","PT1B","1114"
1090,"110911","PT1B","1109"
1091,"111610","PT1B","1116"
1092,"111409","PT1B","1114"
1093,"111409","PT1B","1114"
1094,"110911","PT1B","1109"
1095,"110729","PT1B","1107"
1096,"110919","PT1B","1109"
1097,"111014","PT1B","1110"
1098,"111409","PT1B","1114"
1099,"111409","PT1B","1114"
1100,"110729","PT1B","1107"
1101,"111128","PT1B","1111"
1102,"111409","PT1B","1114"
1103,"111134","PT1B","1111"
1104,"111134","PT1B","1111"
1105,"110911","PT1B","1109"
1106,"110906","PT1B","1109"
1107,"111105","PT1B","1111"
1108,"110731","PT1B","1107"
1109,"110904","PT1B","1109"
1110,"111129","PT1B","1111"
1111,"110904","PT1B","1109"
1112,"111128","PT1B","1111"
1113,"110920","PT1B","1109"
1114,"110708","PT1B","1107"
1115,"111409","PT1B","1114"
1116,"111409","PT1B","1114"
1117,"111132","PT1B","1111"
1118,"111412","PT1B","1114"
1119,"110909","PT1B","1109"
1120,"111608","PT1B","1116"
1121,"110639","PT1B","1106"
1122,"110506","PT1B","1105"
1123,"111409","PT1B","1114"
1124,"110919","PT1B","1109"
1125,"111129","PT1B","1111"
1126,"110707","PT1B","1107"
1127,"111124","PT1B","1111"
1128,"111413","PT1B","1114"
1129,"111105","PT1B","1111"
1130,"111610","PT1B","1116"
1131,"111412","PT1B","1114"
1132,"111409","PT1B","1114"
1133,"110729","PT1B","1107"
1134,"111013","PT1B","1110"
1135,"110508","PT1B","1105"
1136,"111409","PT1B","1114"
1137,"111408","PT1B","1114"
1138,"111128","PT1B","1111"
1139,"110904","PT1B","1109"
1140,"111409","PT1B","1114"
1141,"110621","PT1B","1106"
1142,"111409","PT1B","1114"
1143,"111134","PT1B","1111"
1144,"111409","PT1B","1114"
1145,"111134","PT1B","1111"
1146,"110911","PT1B","1109"
1147,"110913","PT1B","1109"
1148,"110610","PT1B","1106"
1149,"111134","PT1B","1111"
1150,"111128","PT1B","1111"
1151,"111128","PT1B","1111"
1152,"110920","PT1B","1109"
1153,"110708","PT1B","1107"
1154,"111409","PT1B","1114"
1155,"111412","PT1B","1114"
1156,"110909","PT1B","1109"
1157,"111608","PT1B","1116"
1158,"110618","PT1B","1106"
1159,"110506","PT1B","1105"
1160,"110919","PT1B","1109"
1161,"111129","PT1B","1111"
1162,"110707","PT1B","1107"
1163,"111122","PT1B","1111"
1164,"111129","PT1B","1111"
1165,"110922","PT1B","1109"
1166,"110702","PT1B","1107"
1167,"111105","PT1B","1111"
1168,"110922","PT1B","1109"
1169,"111516","PT1B","1115"
1170,"111412","PT1B","1114"
1171,"111134","PT1B","1111"
1172,"110707","PT1B","1107"
1173,"111013","PT1B","1110"
1174,"110508","PT1B","1105"
1175,"111409","PT1B","1114"
1176,"110501","PT1B","1105"
1177,"110729","PT1B","1107"
1178,"110913","PT1B","1109"
1179,"111409","PT1B","1114"
1180,"111102","PT1B","1111"
1181,"110633","PT1B","1106"
1182,"111134","PT1B","1111"
1183,"110904","PT1B","1109"
1184,"110913","PT1B","1109"
1185,"111409","PT1B","1114"
1186,"110639","PT1B","1106"
1187,"111134","PT1B","1111"
1188,"111128","PT1B","1111"
1189,"110904","PT1B","1109"
1190,"110707","PT1B","1107"
1191,"111128","PT1B","1111"
1192,"110621","PT1B","1106"
1193,"110920","PT1B","1109"
1194,"110705","PT1B","1107"
1195,"111132","PT1B","1111"
1196,"110918","PT1B","1109"
1197,"111603","PT1B","1116"
1198,"110608","PT1B","1106"
1199,"110508","PT1B","1105"
1200,"111009","PT1B","1110"
1201,"110919","PT1B","1109"
1202,"111129","PT1B","1111"
1203,"111130","PT1B","1111"
1204,"111105","PT1B","1111"
1205,"111129","PT1B","1111"
1206,"110708","PT1B","1107"
1207,"111105","PT1B","1111"
1208,"110922","PT1B","1109"
1209,"111516","PT1B","1115"
1210,"111412","PT1B","1114"
1211,"111134","PT1B","1111"
1212,"111409","PT1B","1114"
1213,"110902","PT1B","1109"
1214,"110501","PT1B","1105"
1215,"110707","PT1B","1107"
1216,"111012","PT1B","1110"
1217,"111409","PT1B","1114"
1218,"110501","PT1B","1105"
1219,"110918","PT1B","1109"
1220,"110702","PT1B","1107"
1221,"111105","PT1B","1111"
1222,"111409","PT1B","1114"
1223,"111128","PT1B","1111"
1224,"110920","PT1B","1109"
1225,"111609","PT1B","1116"
1226,"111409","PT1B","1114"
1227,"111409","PT1B","1114"
1228,"111134","PT1B","1111"
1229,"110906","PT1B","1109"
1230,"111134","PT1B","1111"
1231,"110501","PT1B","1105"
1232,"110707","PT1B","1107"
1233,"110607","PT1B","1106"
1234,"110909","PT1B","1109"
1235,"110702","PT1B","1107"
1236,"111409","PT1B","1114"
1237,"111129","PT1B","1111"
1238,"110904","PT1B","1109"
1239,"110918","PT1B","1109"
1240,"111603","PT1B","1116"
1241,"110601","PT1B","1106"
1242,"110506","PT1B","1105"
1243,"111409","PT1B","1114"
1244,"111009","PT1B","1110"
1245,"110919","PT1B","1109"
1246,"110729","PT1B","1107"
1247,"111125","PT1B","1111"
1248,"110922","PT1B","1109"
1249,"111413","PT1B","1114"
1250,"111128","PT1B","1111"
1251,"111409","PT1B","1114"
1252,"111409","PT1B","1114"
1253,"111135","PT1B","1111"
1254,"110702","PT1B","1107"
1255,"110906","PT1B","1109"
1256,"110501","PT1B","1105"
1257,"110707","PT1B","1107"
1258,"111012","PT1B","1110"
1259,"111409","PT1B","1114"
1260,"110904","PT1B","1109"
1261,"110702","PT1B","1107"
1262,"111105","PT1B","1111"
1263,"110904","PT1B","1109"
1264,"111128","PT1B","1111"
1265,"110920","PT1B","1109"
1266,"110664","PT1B","1106"
1267,"111409","PT1B","1114"
1268,"111134","PT1B","1111"
1269,"110906","PT1B","1109"
1270,"110909","PT1B","1109"
1271,"111408","PT1B","1114"
1272,"110657","PT1B","1106"
1273,"111134","PT1B","1111"
1274,"110501","PT1B","1105"
1275,"110913","PT1B","1109"
1276,"111129","PT1B","1111"
1277,"111128","PT1B","1111"
1278,"110655","PT1B","1106"
1279,"111413","PT1B","1114"
1280,"111409","PT1B","1114"
1281,"111135","PT1B","1111"
1282,"111412","PT1B","1114"
1283,"110918","PT1B","1109"
1284,"111603","PT1B","1116"
1285,"111013","PT1B","1110"
1286,"110506","PT1B","1105"
1287,"111409","PT1B","1114"
1288,"111414","PT1B","1114"
1289,"110919","PT1B","1109"
1290,"110729","PT1B","1107"
1291,"111130","PT1B","1111"
1292,"110922","PT1B","1109"
1293,"111413","PT1B","1114"
1294,"111128","PT1B","1111"
1295,"110922","PT1B","1109"
1296,"111014","PT1B","1110"
1297,"111409","PT1B","1114"
1298,"111414","PT1B","1114"
1299,"111135","PT1B","1111"
1300,"110702","PT1B","1107"
1301,"110909","PT1B","1109"
1302,"111133","PT1B","1111"
1303,"111409","PT1B","1114"
1304,"110501","PT1B","1105"
1305,"110904","PT1B","1109"
1306,"111409","PT1B","1114"
1307,"111102","PT1B","1111"
1308,"110920","PT1B","1109"
1309,"111609","PT1B","1116"
1310,"111412","PT1B","1114"
1311,"110909","PT1B","1109"
1312,"111408","PT1B","1114"
1313,"110655","PT1B","1106"
1314,"110501","PT1B","1105"
1315,"110913","PT1B","1109"
1316,"111129","PT1B","1111"
1317,"111128","PT1B","1111"
1318,"111134","PT1B","1111"
1319,"110707","PT1B","1107"
1320,"111413","PT1B","1114"
1321,"111131","PT1B","1111"
1322,"110909","PT1B","1109"
1323,"111514","PT1B","1115"
1324,"110508","PT1B","1105"
1325,"111409","PT1B","1114"
1326,"111128","PT1B","1111"
1327,"110730","PT1B","1107"
1328,"111130","PT1B","1111"
1329,"110922","PT1B","1109"
1330,"111408","PT1B","1114"
1331,"111409","PT1B","1114"
1332,"110911","PT1B","1109"
1333,"111014","PT1B","1110"
1334,"111414","PT1B","1114"
1335,"111135","PT1B","1111"
1336,"110702","PT1B","1107"
1337,"110909","PT1B","1109"
1338,"111130","PT1B","1111"
1339,"111409","PT1B","1114"
1340,"111128","PT1B","1111"
1341,"110918","PT1B","1109"
1342,"110702","PT1B","1107"
1343,"111409","PT1B","1114"
1344,"111102","PT1B","1111"
1345,"110920","PT1B","1109"
1346,"110727","PT1B","1107"
1347,"111105","PT1B","1111"
1348,"111412","PT1B","1114"
1349,"110909","PT1B","1109"
1350,"110728","PT1B","1107"
1351,"110602","PT1B","1106"
1352,"110507","PT1B","1105"
1353,"111134","PT1B","1111"
1354,"110913","PT1B","1109"
1355,"111129","PT1B","1111"
1356,"110662","PT1B","1106"
1357,"110920","PT1B","1109"
1358,"110708","PT1B","1107"
1359,"111135","PT1B","1111"
1360,"110909","PT1B","1109"
1361,"111514","PT1B","1115"
1362,"111412","PT1B","1114"
1363,"111108","PT1B","1111"
1364,"110918","PT1B","1109"
1365,"111609","PT1B","1116"
1366,"111409","PT1B","1114"
1367,"111102","PT1B","1111"
1368,"110920","PT1B","1109"
1369,"111408","PT1B","1114"
1370,"111415","PT1B","1114"
1371,"111105","PT1B","1111"
1372,"111409","PT1B","1114"
1373,"110919","PT1B","1109"
1374,"110633","PT1B","1106"
1375,"111014","PT1B","1110"
1376,"111413","PT1B","1114"
1377,"111414","PT1B","1114"
1378,"111128","PT1B","1111"
1379,"110702","PT1B","1107"
1380,"110909","PT1B","1109"
1381,"110501","PT1B","1105"
1382,"110702","PT1B","1107"
1383,"111409","PT1B","1114"
1384,"110920","PT1B","1109"
1385,"110731","PT1B","1107"
1386,"111409","PT1B","1114"
1387,"111134","PT1B","1111"
1388,"111409","PT1B","1114"
1389,"110904","PT1B","1109"
1390,"111012","PT1B","1110"
1391,"110909","PT1B","1109"
1392,"110728","PT1B","1107"
1393,"110602","PT1B","1106"
1394,"110506","PT1B","1105"
1395,"111134","PT1B","1111"
1396,"110707","PT1B","1107"
1397,"110729","PT1B","1107"
1398,"111413","PT1B","1114"
1399,"111131","PT1B","1111"
1400,"111409","PT1B","1114"
1401,"111108","PT1B","1111"
1402,"110730","PT1B","1107"
1403,"111409","PT1B","1114"
1404,"110920","PT1B","1109"
1405,"110702","PT1B","1107"
1406,"111408","PT1B","1114"
1407,"111105","PT1B","1111"
1408,NA,NA,NA
1409,"110633","PT1B","1106"
1410,"111014","PT1B","1110"
1411,"111412","PT1B","1114"
1412,"111134","PT1B","1111"
1413,"110702","PT1B","1107"
1414,"110902","PT1B","1109"
1415,"110501","PT1B","1105"
1416,"110728","PT1B","1107"
1417,"111133","PT1B","1111"
1418,"110501","PT1B","1105"
1419,"110909","PT1B","1109"
1420,"110705","PT1B","1107"
1421,"110913","PT1B","1109"
1422,"111409","PT1B","1114"
1423,"111128","PT1B","1111"
1424,"110607","PT1B","1106"
1425,"111409","PT1B","1114"
1426,"111409","PT1B","1114"
1427,"111132","PT1B","1111"
1428,"111412","PT1B","1114"
1429,"110904","PT1B","1109"
1430,"110658","PT1B","1106"
1431,"110909","PT1B","1109"
1432,"110728","PT1B","1107"
1433,"110601","PT1B","1106"
1434,"110507","PT1B","1105"
1435,"111409","PT1B","1114"
1436,"111414","PT1B","1114"
1437,"110707","PT1B","1107"
1438,"110665","PT1B","1106"
1439,"110729","PT1B","1107"
1440,"111409","PT1B","1114"
1441,"111131","PT1B","1111"
1442,"110611","PT1B","1106"
1443,"111409","PT1B","1114"
1444,"111414","PT1B","1114"
1445,"111108","PT1B","1111"
1446,"110731","PT1B","1107"
1447,"111013","PT1B","1110"
1448,"111409","PT1B","1114"
1449,"111130","PT1B","1111"
1450,"111128","PT1B","1111"
1451,"111409","PT1B","1114"
1452,"110919","PT1B","1109"
1453,"110664","PT1B","1106"
1454,"111014","PT1B","1110"
1455,"110902","PT1B","1109"
1456,"110508","PT1B","1105"
1457,"110728","PT1B","1107"
1458,"111516","PT1B","1115"
1459,"110508","PT1B","1105"
1460,"110501","PT1B","1105"
1461,"110909","PT1B","1109"
1462,"110729","PT1B","1107"
1463,"110913","PT1B","1109"
1464,"111409","PT1B","1114"
1465,"111128","PT1B","1111"
1466,"111135","PT1B","1111"
1467,"110618","PT1B","1106"
1468,"111409","PT1B","1114"
1469,"111409","PT1B","1114"
1470,"111132","PT1B","1111"
1471,"111412","PT1B","1114"
1472,"110658","PT1B","1106"
1473,"110920","PT1B","1109"
1474,"110728","PT1B","1107"
1475,"110661","PT1B","1106"
1476,"110507","PT1B","1105"
1477,"110506","PT1B","1105"
1478,"111414","PT1B","1114"
1479,"111409","PT1B","1114"
1480,"111130","PT1B","1111"
1481,"110663","PT1B","1106"
1482,"110708","PT1B","1107"
1483,"111409","PT1B","1114"
1484,"110611","PT1B","1106"
1485,"111414","PT1B","1114"
1486,"111108","PT1B","1111"
1487,"110730","PT1B","1107"
1488,"110919","PT1B","1109"
1489,"111133","PT1B","1111"
1490,"111409","PT1B","1114"
1491,"111129","PT1B","1111"
1492,"110921","PT1B","1109"
1493,"111408","PT1B","1114"
1494,"111128","PT1B","1111"
1495,"111409","PT1B","1114"
1496,"110919","PT1B","1109"
1497,"110662","PT1B","1106"
1498,"111128","PT1B","1111"
1499,"111409","PT1B","1114"
1500,"111002","PT1B","1110"
1501,"110508","PT1B","1105"
1502,"110501","PT1B","1105"
1503,"110913","PT1B","1109"
1504,"110705","PT1B","1107"
1505,"110913","PT1B","1109"
1506,"111102","PT1B","1111"
1507,"111135","PT1B","1111"
1508,"110664","PT1B","1106"
1509,"111132","PT1B","1111"
1510,"110702","PT1B","1107"
1511,"110904","PT1B","1109"
1512,"110658","PT1B","1106"
1513,"110909","PT1B","1109"
1514,"110731","PT1B","1107"
1515,"110659","PT1B","1106"
1516,"111409","PT1B","1114"
1517,"111108","PT1B","1111"
1518,"110918","PT1B","1109"
1519,"111129","PT1B","1111"
1520,"111130","PT1B","1111"
1521,"110922","PT1B","1109"
1522,"110708","PT1B","1107"
1523,"111409","PT1B","1114"
1524,"111135","PT1B","1111"
1525,"111115","PT1B","1111"
1526,"111413","PT1B","1114"
1527,"111414","PT1B","1114"
1528,"110506","PT1B","1105"
1529,"111108","PT1B","1111"
1530,"110921","PT1B","1109"
1531,"110702","PT1B","1107"
1532,"111105","PT1B","1111"
1533,"111409","PT1B","1114"
1534,"110919","PT1B","1109"
1535,"110727","PT1B","1107"
1536,"110507","PT1B","1105"
1537,"111409","PT1B","1114"
1538,"111135","PT1B","1111"
1539,"110909","PT1B","1109"
1540,"111409","PT1B","1114"
1541,"111002","PT1B","1110"
1542,"110508","PT1B","1105"
1543,"110501","PT1B","1105"
1544,"110918","PT1B","1109"
1545,"110913","PT1B","1109"
1546,"111108","PT1B","1111"
1547,"110920","PT1B","1109"
1548,"111409","PT1B","1114"
1549,"111409","PT1B","1114"
1550,"111129","PT1B","1111"
1551,"110702","PT1B","1107"
1552,"111002","PT1B","1110"
1553,"110918","PT1B","1109"
1554,"111129","PT1B","1111"
1555,"110920","PT1B","1109"
1556,"110922","PT1B","1109"
1557,"111415","PT1B","1114"
1558,"111135","PT1B","1111"
1559,"110922","PT1B","1109"
1560,"111115","PT1B","1111"
1561,"111409","PT1B","1114"
1562,"111409","PT1B","1114"
1563,"111128","PT1B","1111"
1564,"110918","PT1B","1109"
1565,"110707","PT1B","1107"
1566,"111013","PT1B","1110"
1567,"111124","PT1B","1111"
1568,"110920","PT1B","1109"
1569,"110729","PT1B","1107"
1570,"111105","PT1B","1111"
1571,"111409","PT1B","1114"
1572,"111409","PT1B","1114"
1573,"111134","PT1B","1111"
1574,"111414","PT1B","1114"
1575,"110909","PT1B","1109"
1576,"110728","PT1B","1107"
1577,"111009","PT1B","1110"
1578,"110508","PT1B","1105"
1579,"110918","PT1B","1109"
1580,"111128","PT1B","1111"
1581,"110920","PT1B","1109"
1582,"111409","PT1B","1114"
1583,"111409","PT1B","1114"
1584,"111131","PT1B","1111"
1585,"110702","PT1B","1107"
1586,"110921","PT1B","1109"
1587,"110608","PT1B","1106"
1588,"111134","PT1B","1111"
1589,"111002","PT1B","1110"
1590,"110922","PT1B","1109"
1591,"111130","PT1B","1111"
1592,"111409","PT1B","1114"
1593,NA,NA,NA
1594,"111115","PT1B","1111"
1595,"111409","PT1B","1114"
1596,"111409","PT1B","1114"
1597,"110918","PT1B","1109"
1598,"110729","PT1B","1107"
1599,"111513","PT1B","1115"
1600,"111108","PT1B","1111"
1601,"110920","PT1B","1109"
1602,"110729","PT1B","1107"
1603,"111105","PT1B","1111"
1604,"111409","PT1B","1114"
1605,"110921","PT1B","1109"
1606,"110654","PT1B","1106"
1607,"111409","PT1B","1114"
1608,"111134","PT1B","1111"
1609,"110906","PT1B","1109"
1610,"111409","PT1B","1114"
1611,"110508","PT1B","1105"
1612,"110501","PT1B","1105"
1613,"111128","PT1B","1111"
1614,"110920","PT1B","1109"
1615,"111409","PT1B","1114"
1616,"111409","PT1B","1114"
1617,"111413","PT1B","1114"
1618,"110909","PT1B","1109"
1619,"110611","PT1B","1106"
1620,"111108","PT1B","1111"
1621,"111409","PT1B","1114"
1622,"110919","PT1B","1109"
1623,"110707","PT1B","1107"
1624,"111130","PT1B","1111"
1625,"110922","PT1B","1109"
1626,"110911","PT1B","1109"
1627,"111409","PT1B","1114"
1628,"110911","PT1B","1109"
1629,"111610","PT1B","1116"
1630,"111409","PT1B","1114"
1631,"110729","PT1B","1107"
1632,"110919","PT1B","1109"
1633,"111012","PT1B","1110"
1634,"110508","PT1B","1105"
1635,"111409","PT1B","1114"
1636,"110920","PT1B","1109"
1637,"110729","PT1B","1107"
1638,NA,NA,NA
1639,"110633","PT1B","1106"
1640,"111134","PT1B","1111"
1641,"110911","PT1B","1109"
1642,"110906","PT1B","1109"
1643,"111105","PT1B","1111"
1644,"110728","PT1B","1107"
1645,"111134","PT1B","1111"
1646,"111128","PT1B","1111"
1647,"110904","PT1B","1109"
1648,"111129","PT1B","1111"
1649,"111128","PT1B","1111"
1650,"110920","PT1B","1109"
1651,"110705","PT1B","1107"
1652,"111409","PT1B","1114"
1653,"111102","PT1B","1111"
1654,"111412","PT1B","1114"
1655,"110909","PT1B","1109"
1656,"111608","PT1B","1116"
1657,"110639","PT1B","1106"
1658,"110506","PT1B","1105"
1659,"111409","PT1B","1114"
1660,"111129","PT1B","1111"
1661,"111122","PT1B","1111"
1662,"110922","PT1B","1109"
1663,"110911","PT1B","1109"
1664,"111610","PT1B","1116"
1665,"111409","PT1B","1114"
1666,"111409","PT1B","1114"
1667,"110501","PT1B","1105"
1668,"110729","PT1B","1107"
1669,"110919","PT1B","1109"
1670,"111012","PT1B","1110"
1671,"110508","PT1B","1105"
1672,"111409","PT1B","1114"
1673,"111408","PT1B","1114"
1674,"111128","PT1B","1111"
1675,"111409","PT1B","1114"
1676,"110633","PT1B","1106"
1677,"111409","PT1B","1114"
1678,"111134","PT1B","1111"
1679,"111134","PT1B","1111"
1680,"110911","PT1B","1109"
1681,"110906","PT1B","1109"
1682,"111105","PT1B","1111"
1683,"111134","PT1B","1111"
1684,"111128","PT1B","1111"
1685,"110904","PT1B","1109"
1686,"111129","PT1B","1111"
1687,"110904","PT1B","1109"
1688,"150701","PT1A","1507"
1689,"150802","PT1A","1508"
1690,"151101","PT1A","1511"
1691,"150804","PT1A","1508"
1692,"150710","PT1A","1507"
1693,"150806","PT1A","1508"
1694,"150409","PT1A","1504"
1695,"150803","PT1A","1508"
1696,"150806","PT1A","1508"
1697,"150804","PT1A","1508"
1698,"151101","PT1A","1511"
1699,"150806","PT1A","1508"
1700,"151209","PT1A","1512"
1701,"150803","PT1A","1508"
1702,"150711","PT1A","1507"
1703,"150701","PT1A","1507"
1704,"150806","PT1A","1508"
1705,"151101","PT1A","1511"
1706,"151101","PT1A","1511"
1707,"150806","PT1A","1508"
1708,"151208","PT1A","1512"
1709,"151205","PT1A","1512"
1710,"150711","PT1A","1507"
1711,"150806","PT1A","1508"
1712,"150711","PT1A","1507"
1713,"151207","PT1A","1512"
1714,"150315","PT1A","1503"
1715,"151101","PT1A","1511"
1716,"150409","PT1A","1504"
1717,"150806","PT1A","1508"
1718,"151101","PT1A","1511"
1719,"151005","PT1A","1510"
1720,"150710","PT1A","1507"
1721,"151208","PT1A","1512"
1722,"150806","PT1A","1508"
1723,"151009","PT1A","1510"
1724,"151205","PT1A","1512"
1725,"150701","PT1A","1507"
1726,"150806","PT1A","1508"
1727,"150806","PT1A","1508"
1728,"150711","PT1A","1507"
1729,"150701","PT1A","1507"
1730,"151101","PT1A","1511"
1731,"151101","PT1A","1511"
1732,"150803","PT1A","1508"
1733,"150710","PT1A","1507"
1734,"150803","PT1A","1508"
1735,"150201","PT1A","1502"
1736,"150701","PT1A","1507"
1737,"150806","PT1A","1508"
1738,"151101","PT1A","1511"
1739,"150711","PT1A","1507"
1740,"150201","PT1A","1502"
1741,"150701","PT1A","1507"
1742,"150601","PT1A","1506"
1743,"151006","PT1A","1510"
1744,"150804","PT1A","1508"
1745,"150710","PT1A","1507"
1746,"151210","PT1A","1512"
1747,"150804","PT1A","1508"
1748,"150803","PT1A","1508"
1749,"150711","PT1A","1507"
1750,"150806","PT1A","1508"
1751,"151101","PT1A","1511"
1752,"151210","PT1A","1512"
1753,"150806","PT1A","1508"
1754,"150601","PT1A","1506"
1755,"150701","PT1A","1507"
1756,"150804","PT1A","1508"
1757,"150314","PT1A","1503"
1758,"150802","PT1A","1508"
1759,"151210","PT1A","1512"
1760,"151009","PT1A","1510"
1761,"151101","PT1A","1511"
1762,"150711","PT1A","1507"
1763,"150701","PT1A","1507"
1764,"150802","PT1A","1508"
1765,"150313","PT1A","1503"
1766,"150806","PT1A","1508"
1767,"150804","PT1A","1508"
1768,"150601","PT1A","1506"
1769,"150806","PT1A","1508"
1770,"151205","PT1A","1512"
1771,"150701","PT1A","1507"
1772,"151002","PT1A","1510"
1773,"150806","PT1A","1508"
1774,"151101","PT1A","1511"
1775,"151101","PT1A","1511"
1776,"150202","PT1A","1502"
1777,"150806","PT1A","1508"
1778,"151208","PT1A","1512"
1779,"150806","PT1A","1508"
1780,"151205","PT1A","1512"
1781,"150806","PT1A","1508"
1782,"150701","PT1A","1507"
1783,"151101","PT1A","1511"
1784,"150802","PT1A","1508"
1785,"150410","PT1A","1504"
1786,"151210","PT1A","1512"
1787,"151101","PT1A","1511"
1788,"150701","PT1A","1507"
1789,"151006","PT1A","1510"
1790,"150806","PT1A","1508"
1791,"150314","PT1A","1503"
1792,"150201","PT1A","1502"
1793,"150711","PT1A","1507"
1794,"151010","PT1A","1510"
1795,"151205","PT1A","1512"
1796,"150201","PT1A","1502"
1797,"150701","PT1A","1507"
1798,"150701","PT1A","1507"
1799,"151207","PT1A","1512"
1800,"151101","PT1A","1511"
1801,"150806","PT1A","1508"
1802,"150711","PT1A","1507"
1803,"150704","PT1A","1507"
1804,"150701","PT1A","1507"
1805,"151209","PT1A","1512"
1806,"151006","PT1A","1510"
1807,"150806","PT1A","1508"
1808,"150804","PT1A","1508"
