"mun_id","nuts_id","name"
1105,"PT1B","Cascais"
1106,"PT1B","Lisboa"
1107,"PT1B","Loures"
1109,"PT1B","Mafra"
1110,"PT1B","Oeiras"
1111,"PT1B","Sintra"
1114,"PT1B","Vila Franca de Xira"
1115,"PT1B","Amadora"
1116,"PT1B","Odivelas"
1502,"PT1A","Alcochete"
1503,"PT1A","Almada"
1504,"PT1A","Barreiro"
1506,"PT1A","Moita"
1507,"PT1A","Montijo"
1508,"PT1A","Palmela"
1510,"PT1A","Seixal"
1511,"PT1A","Sesimbra"
1512,"PT1A","Setúbal"
